"car_model_sk","car_model","brand","car_name","car_link","review_link","car_rating","car_rating_count","percentage_recommend","rating_comfort","rating_interior","rating_performance","rating_value","rating_exterior","rating_reliability","listing_count","min_price","max_price","avg_price","review_count"
"5ee4ce3840f0ed58c01ad36ba2985753","alfa_romeo-stelvio-2018","Alfa Romeo","2018 Alfa_Romeo Stelvio","https://www.cars.com/research/alfa_romeo-stelvio-2018/","https://www.cars.com/research/alfa_romeo-stelvio-2018/consumer-reviews/?page_size=40","4.7",73,"91.0","5.0","3.0","5.0","4.0","5.0","3.0","2","14900","29279","22090","12"
"571c3c4517cbd3f7891100a0a035ca83","alfa_romeo-stelvio-2019","Alfa Romeo","2019 Alfa_Romeo Stelvio","https://www.cars.com/research/alfa_romeo-stelvio-2019/","https://www.cars.com/research/alfa_romeo-stelvio-2019/consumer-reviews/?page_size=40","4.6",29,"89.0","3.0","2.0","3.0","2.0","4.0","3.0","2","12199","17599","14899","12"
"3774f82b481765d1420029f0960ef9c4","alfa_romeo-stelvio-2020","Alfa Romeo","2020 Alfa_Romeo Stelvio","https://www.cars.com/research/alfa_romeo-stelvio-2020/","https://www.cars.com/research/alfa_romeo-stelvio-2020/consumer-reviews/?page_size=40","5.0",13,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","23115","23115","23115","14"
"b036a2fb3475b1ec7b731394f7b0ab5b","alfa_romeo-stelvio-2022","Alfa Romeo","2022 Alfa_Romeo Stelvio","https://www.cars.com/research/alfa_romeo-stelvio-2022/","https://www.cars.com/research/alfa_romeo-stelvio-2022/consumer-reviews/?page_size=40","4.7",3,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","2","25794","25998","25896","3"
"df6054975a8e13b01a83326222af0245","alfa_romeo-stelvio-2023","Alfa Romeo","2023 Alfa_Romeo Stelvio","https://www.cars.com/research/alfa_romeo-stelvio-2023/","https://www.cars.com/research/alfa_romeo-stelvio-2023/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","26417","27312","26776","0"
"17cb9e7e0c2e524ef343b577d809c029","alfa_romeo-stelvio-2024","Alfa Romeo","2024 Alfa_Romeo Stelvio","https://www.cars.com/research/alfa_romeo-stelvio-2024/","https://www.cars.com/research/alfa_romeo-stelvio-2024/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","27489","36371","31020","1"
"d05f02b21440e4f648d4b4bbb4e78910","aston_martin-dbx-2021","Aston Martin","2021 Aston_Martin Dbx","https://www.cars.com/research/aston_martin-dbx-2021/","https://www.cars.com/research/aston_martin-dbx-2021/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","86413","86413","86413","0"
"5d16ddcb1ede6c115e6c2c9a34fb8172","aston_martin-vantage-2022","Aston Martin","2022 Aston_Martin Vantage","https://www.cars.com/research/aston_martin-vantage-2022/","https://www.cars.com/research/aston_martin-vantage-2022/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","123545","123545","123545","0"
"f0f3bde0979735e0e8a6dce0efbdbd4a","audi-a3-2019","Audi","2019 Audi A3","https://www.cars.com/research/audi-a3-2019/","https://www.cars.com/research/audi-a3-2019/consumer-reviews/?page_size=40","4.8",6,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","16237","16237","16237","7"
"509dd2d172668adee8ac6763a7592c04","audi-a4-2021","Audi","2021 Audi A4","https://www.cars.com/research/audi-a4-2021/","https://www.cars.com/research/audi-a4-2021/consumer-reviews/?page_size=40","5.0",4,"75.0","5.0","5.0","5.0","5.0","5.0","5.0","1","20445","20445","20445","4"
"317efc87d039fbbefd1e4e3b9a3d0fbc","audi-a4-2022","Audi","2022 Audi A4","https://www.cars.com/research/audi-a4-2022/","https://www.cars.com/research/audi-a4-2022/consumer-reviews/?page_size=40","5.0",2,"100.0","5.0","5.0","5.0","4.0","5.0","5.0","1","28500","28500","28500","2"
"71f23e33e86a3e1a0977967c79ea4fe3","audi-a4-2023","Audi","2023 Audi A4","https://www.cars.com/research/audi-a4-2023/","https://www.cars.com/research/audi-a4-2023/consumer-reviews/?page_size=40","5.0",1,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","29980","29980","29980","3"
"4daec668fc05bd8f2b6035d2da26b5fa","audi-allroad-2013","Audi","2013 Audi Allroad","https://www.cars.com/research/audi-allroad-2013/","https://www.cars.com/research/audi-allroad-2013/consumer-reviews/?page_size=40","4.9",19,"94.0","5.0","5.0","5.0","5.0","5.0","5.0","1","9384","9384","9384","12"
"ed05d8980cb45237ac6cda953576c81f","audi-q3-2020","Audi","2020 Audi Q3","https://www.cars.com/research/audi-q3-2020/","https://www.cars.com/research/audi-q3-2020/consumer-reviews/?page_size=40","3.6",40,"52.0","5.0","5.0","5.0","5.0","5.0","5.0","1","19867","19867","19867","14"
"f893a31b91013701f321f9e9805feb86","audi-q3-2023","Audi","2023 Audi Q3","https://www.cars.com/research/audi-q3-2023/","https://www.cars.com/research/audi-q3-2023/consumer-reviews/?page_size=40","5.0",3,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","28245","28245","28245","3"
"53231d6e3ab8daf7c8fd700186905b3b","audi-q3-2025","Audi","2025 Audi Q3","https://www.cars.com/research/audi-q3-2025/","https://www.cars.com/research/audi-q3-2025/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","29990","29990","29990","0"
"e5b11e602f5f4cb53ccbad3615e416b3","audi-q5-2015","Audi","2015 Audi Q5","https://www.cars.com/research/audi-q5-2015/","https://www.cars.com/research/audi-q5-2015/consumer-reviews/?page_size=40","4.7",62,"90.0","4.0","4.0","5.0","4.0","3.0","5.0","1","11300","11300","11300","13"
"e3c2a4aef806bcd2094b5ae77c88e511","audi-q5-2018","Audi","2018 Audi Q5","https://www.cars.com/research/audi-q5-2018/","https://www.cars.com/research/audi-q5-2018/consumer-reviews/?page_size=40","4.6",184,"87.0","5.0","5.0","5.0","5.0","5.0","5.0","3","17217","22676","19959","13"
"d22b3ebf8e7b864dfadd788372aa4d94","audi-q5-2019","Audi","2019 Audi Q5","https://www.cars.com/research/audi-q5-2019/","https://www.cars.com/research/audi-q5-2019/consumer-reviews/?page_size=40","4.6",45,"91.0","5.0","5.0","5.0","5.0","5.0","5.0","2","19312","19998","19655","12"
"2304e2fab12283a9a1cee4162e6dd240","audi-q5-2020","Audi","2020 Audi Q5","https://www.cars.com/research/audi-q5-2020/","https://www.cars.com/research/audi-q5-2020/consumer-reviews/?page_size=40","4.5",34,"88.0","5.0","5.0","5.0","5.0","5.0","5.0","4","13995","22535","19794","12"
"82b777430962b235945c4168ad390e3b","audi-q5-2021","Audi","2021 Audi Q5","https://www.cars.com/research/audi-q5-2021/","https://www.cars.com/research/audi-q5-2021/consumer-reviews/?page_size=40","4.6",16,"93.0","5.0","5.0","5.0","5.0","5.0","5.0","4","20500","24988","23097","12"
"155804d74d869275479a78194ea69eef","audi-q5-2022","Audi","2022 Audi Q5","https://www.cars.com/research/audi-q5-2022/","https://www.cars.com/research/audi-q5-2022/consumer-reviews/?page_size=40","4.6",5,"100.0","5.0","5.0","5.0","4.0","5.0","5.0","4","23725","28402","27056","5"
"2f76f87cca66e9e29b8457047f49086e","audi-q5-2023","Audi","2023 Audi Q5","https://www.cars.com/research/audi-q5-2023/","https://www.cars.com/research/audi-q5-2023/consumer-reviews/?page_size=40","4.4",5,"80.0","5.0","5.0","5.0","5.0","5.0","5.0","18","27600","40197","32343","6"
"9d8081e848321f3aafa8aa7a9ede1cbe","audi-q5-2024","Audi","2024 Audi Q5","https://www.cars.com/research/audi-q5-2024/","https://www.cars.com/research/audi-q5-2024/consumer-reviews/?page_size=40","3.5",4,"50.0","5.0","5.0","5.0","4.0","5.0","5.0","10","27176","52000","36018","3"
"8d08cbd1f3bf67c69c40d740b81dd2f6","audi-q5-2025","Audi","2025 Audi Q5","https://www.cars.com/research/audi-q5-2025/","https://www.cars.com/research/audi-q5-2025/consumer-reviews/?page_size=40","2.3",3,"33.0","4.0","4.0","1.0","3.0","3.0","1.0","9","36565","51993","44690","3"
"d07543c77b4e8409ba6712275c5c72b3","audi-q7-2015","Audi","2015 Audi Q7","https://www.cars.com/research/audi-q7-2015/","https://www.cars.com/research/audi-q7-2015/consumer-reviews/?page_size=40","4.7",45,"97.0","5.0","4.0","5.0","5.0","5.0","5.0","1","9953","9953","9953","12"
"4979fe024680ea990c5c3ab2e5eb9766","audi-q7-2017","Audi","2017 Audi Q7","https://www.cars.com/research/audi-q7-2017/","https://www.cars.com/research/audi-q7-2017/consumer-reviews/?page_size=40","4.7",72,"91.0","2.0","3.0","2.0","1.0","2.0","1.0","1","16947","16947","16947","13"
"d4fb415bc02928c53ee8dc75da49bc31","audi-q7-2018","Audi","2018 Audi Q7","https://www.cars.com/research/audi-q7-2018/","https://www.cars.com/research/audi-q7-2018/consumer-reviews/?page_size=40","4.6",66,"89.0","5.0","5.0","5.0","5.0","5.0","5.0","3","15747","21574","17707","12"
"80ce6959a85a88605123bea9e3dcac74","audi-q7-2019","Audi","2019 Audi Q7","https://www.cars.com/research/audi-q7-2019/","https://www.cars.com/research/audi-q7-2019/consumer-reviews/?page_size=40","4.6",46,"89.0","5.0","5.0","5.0","5.0","5.0","5.0","10","14378","26777","22129","12"
"06250f5d501381f7dcc08a8c86698bce","audi-q7-2020","Audi","2020 Audi Q7","https://www.cars.com/research/audi-q7-2020/","https://www.cars.com/research/audi-q7-2020/consumer-reviews/?page_size=40","5.0",6,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","2","22995","23186","23091","7"
"2325d4946b9e3807f0740bd6a840b278","audi-q7-2021","Audi","2021 Audi Q7","https://www.cars.com/research/audi-q7-2021/","https://www.cars.com/research/audi-q7-2021/consumer-reviews/?page_size=40","4.6",14,"78.0","5.0","5.0","5.0","5.0","5.0","5.0","5","22550","30124","27243","13"
"6e8b6004afd59a2e95a45f6c6da03cda","audi-q7-2022","Audi","2022 Audi Q7","https://www.cars.com/research/audi-q7-2022/","https://www.cars.com/research/audi-q7-2022/consumer-reviews/?page_size=40","4.0",2,"50.0","5.0","5.0","5.0","5.0","5.0","5.0","6","27199","38980","31723","2"
"1d9113372151a8daa473a9bb2aea7af4","audi-q7-2023","Audi","2023 Audi Q7","https://www.cars.com/research/audi-q7-2023/","https://www.cars.com/research/audi-q7-2023/consumer-reviews/?page_size=40","2.0",1,NULL,"4.0","2.0","3.0","3.0","5.0","3.0","6","31514","48790","38346","1"
"da45b7b9d6ccf72787c184f9e4c2cf45","audi-q7-2024","Audi","2024 Audi Q7","https://www.cars.com/research/audi-q7-2024/","https://www.cars.com/research/audi-q7-2024/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","33683","36725","35229","0"
"a3203a2c6250e103fe5fadb6d9c5d3f0","audi-q7-2025","Audi","2025 Audi Q7","https://www.cars.com/research/audi-q7-2025/","https://www.cars.com/research/audi-q7-2025/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","41988","65990","53279","0"
"aa717b1058be7401b707773cb67294d5","audi-sq5-2024","Audi","2024 Audi Sq5","https://www.cars.com/research/audi-sq5-2024/","https://www.cars.com/research/audi-sq5-2024/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","47165","47165","47165","0"
"33878da7147dab5576a635e4942b3acf","audi-sq8-2023","Audi","2023 Audi Sq8","https://www.cars.com/research/audi-sq8-2023/","https://www.cars.com/research/audi-sq8-2023/consumer-reviews/?page_size=40","5.0",1,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","65998","65998","65998","1"
"5308e65f7ebf405f1418a9a839fa8f56","bentley-bentayga-2018","Bentley","2018 Bentley Bentayga","https://www.cars.com/research/bentley-bentayga-2018/","https://www.cars.com/research/bentley-bentayga-2018/consumer-reviews/?page_size=40","5.0",6,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","64990","64990","64990","6"
"4cac475cc62d03ef2ff5857ec528f87b","bentley-continental_gt-2020","Bentley","2020 Bentley Continental_Gt","https://www.cars.com/research/bentley-continental_gt-2020/","https://www.cars.com/research/bentley-continental_gt-2020/consumer-reviews/?page_size=40","5.0",3,"66.0","5.0","5.0","5.0","5.0","5.0","0.0","2","176669","192137","184403","4"
"8769308a044925265b5b19502632afed","bentley-continental_gt-2021","Bentley","2021 Bentley Continental_Gt","https://www.cars.com/research/bentley-continental_gt-2021/","https://www.cars.com/research/bentley-continental_gt-2021/consumer-reviews/?page_size=40","3.0",1,NULL,"3.0","4.0","4.0","2.0","5.0","2.0","1","131990","131990","131990","1"
"130112a28140601fce0aceabc5208468","bentley-continental_gt-2022","Bentley","2022 Bentley Continental_Gt","https://www.cars.com/research/bentley-continental_gt-2022/","https://www.cars.com/research/bentley-continental_gt-2022/consumer-reviews/?page_size=40","5.0",1,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","245995","245995","245995","1"
"35c0f2f18e8454f36c2cd3205edd378f","bmw-228_gran_coupe-2021","Bmw","2021 Bmw 228_Gran_Coupe","https://www.cars.com/research/bmw-228_gran_coupe-2021/","https://www.cars.com/research/bmw-228_gran_coupe-2021/consumer-reviews/?page_size=40","5.0",3,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","18243","18243","18243","4"
"fb92bb00b9f611a8106da19503971ce3","bmw-228_gran_coupe-2026","Bmw","2026 Bmw 228_Gran_Coupe","https://www.cars.com/research/bmw-228_gran_coupe-2026/","https://www.cars.com/research/bmw-228_gran_coupe-2026/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","33633","33633","33633","0"
"98ac16a3324e49e2864255d46d6347b6","bmw-330-2023","Bmw","2023 Bmw 330","https://www.cars.com/research/bmw-330-2023/","https://www.cars.com/research/bmw-330-2023/consumer-reviews/?page_size=40","5.0",1,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","34849","34849","34849","1"
"a865e90380bdd87ef7fe32596e28b3c1","bmw-330-2026","Bmw","2026 Bmw 330","https://www.cars.com/research/bmw-330-2026/","https://www.cars.com/research/bmw-330-2026/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","44895","46491","45693","1"
"a5c4d4955c7095391bf5904ff1128232","bmw-428-2015","Bmw","2015 Bmw 428","https://www.cars.com/research/bmw-428-2015/","https://www.cars.com/research/bmw-428-2015/consumer-reviews/?page_size=40","4.9",44,"95.0","5.0","5.0","5.0","5.0","5.0","5.0","1","10999","10999","10999","12"
"168c33470a40593fd08e527aab3194ef","bmw-430_gran_coupe-2019","Bmw","2019 Bmw 430_Gran_Coupe","https://www.cars.com/research/bmw-430_gran_coupe-2019/","https://www.cars.com/research/bmw-430_gran_coupe-2019/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","23490","23490","23490","1"
"c6b041b6edae6e563bc4c7b2a964a20c","bmw-530-2019","Bmw","2019 Bmw 530","https://www.cars.com/research/bmw-530-2019/","https://www.cars.com/research/bmw-530-2019/consumer-reviews/?page_size=40","4.6",16,"87.0","5.0","5.0","5.0","5.0","5.0","5.0","1","14435","14435","14435","12"
"fa559f33af088fe246182fb437807093","bmw-740-2024","Bmw","2024 Bmw 740","https://www.cars.com/research/bmw-740-2024/","https://www.cars.com/research/bmw-740-2024/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","60700","60700","60700","1"
"fe81d8eacc0aba7a55cc9d2e4b776398","bmw-i4_gran_coupe-2023","Bmw","2023 Bmw I4_Gran_Coupe","https://www.cars.com/research/bmw-i4_gran_coupe-2023/","https://www.cars.com/research/bmw-i4_gran_coupe-2023/consumer-reviews/?page_size=40","4.8",6,"100.0","4.0","5.0","5.0","5.0","5.0","5.0","1","30400","30400","30400","6"
"9e48b19a902ec8f69f646474f94a4fe7","bmw-m440-2024","Bmw","2024 Bmw M440","https://www.cars.com/research/bmw-m440-2024/","https://www.cars.com/research/bmw-m440-2024/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","57988","57988","57988","2"
"1dc1169e8897394821466a252f303b0d","bmw-x1-2026","Bmw","2026 Bmw X1","https://www.cars.com/research/bmw-x1-2026/","https://www.cars.com/research/bmw-x1-2026/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","38999","38999","38999","0"
"22de473f4b1ec560bc97aebc261cc862","bmw-x2-2025","Bmw","2025 Bmw X2","https://www.cars.com/research/bmw-x2-2025/","https://www.cars.com/research/bmw-x2-2025/consumer-reviews/?page_size=40","1.0",1,NULL,"1.0","1.0","1.0","1.0","1.0","1.0","1","38849","38849","38849","1"
"9caee47e0eac2c17713ecb8a9b08cdcf","bmw-x3-2017","Bmw","2017 Bmw X3","https://www.cars.com/research/bmw-x3-2017/","https://www.cars.com/research/bmw-x3-2017/consumer-reviews/?page_size=40","4.8",90,"96.0","5.0","5.0","5.0","5.0","5.0","5.0","1","10984","10984","10984","12"
"83369e308b6e76eba549997c7619fdb3","bmw-x3-2018","Bmw","2018 Bmw X3","https://www.cars.com/research/bmw-x3-2018/","https://www.cars.com/research/bmw-x3-2018/consumer-reviews/?page_size=40","4.7",67,"88.0","2.0","5.0","3.0","1.0","3.0","1.0","1","27991","27991","27991","14"
"ba831b5b3f324e6fe052bcf35f9cd887","bmw-x3-2019","Bmw","2019 Bmw X3","https://www.cars.com/research/bmw-x3-2019/","https://www.cars.com/research/bmw-x3-2019/consumer-reviews/?page_size=40","4.6",105,"86.0","5.0","5.0","5.0","4.0","5.0","5.0","5","16399","19400","18297","12"
